PM2.5_ugm3,PM10_ugm3,CO_ppm,NO2_ppb,SO2_ppb,O3_ppb,hour,day_of_year,AQI,AQI_Category,Dominant_Pollutant
39.0,66.47,0.887,32.96,28.08,50.26,19,105,110,Unhealthy for Sensitive Groups,PM2.5
29.86,61.06,0.762,42.97,28.73,36.55,20,105,88,Moderate,PM2.5
22.87,40.68,0.728,24.82,21.4,60.64,21,105,74,Moderate,PM2.5
29.21,62.11,0.791,47.12,17.34,20.24,22,105,87,Moderate,PM2.5
27.22,65.19,0.772,27.56,23.63,25.77,23,105,83,Moderate,PM2.5
48.66,100.28,0.645,12.6,24.99,36.07,0,106,133,Unhealthy for Sensitive Groups,PM2.5
33.13,65.29,0.625,16.46,21.51,53.45,1,106,95,Moderate,PM2.5
19.9,35.96,0.82,30.04,25.26,49.73,2,106,67,Moderate,PM2.5
28.4,39.34,0.996,32.91,25.52,60.25,3,106,85,Moderate,PM2.5
43.68,87.5,0.925,53.7,19.32,81.2,4,106,500,Hazardous,NO2
55.24,119.59,1.454,26.51,25.85,68.82,5,106,150,Unhealthy for Sensitive Groups,PM2.5
29.09,56.46,1.352,40.39,22.54,74.65,6,106,114,Unhealthy for Sensitive Groups,O3
29.98,76.97,0.816,32.51,20.37,84.99,7,106,150,Unhealthy for Sensitive Groups,O3
63.01,95.11,1.537,41.07,27.81,86.96,8,106,155,Unhealthy,PM2.5
53.75,82.91,1.636,65.33,19.99,99.08,9,106,185,Unhealthy,O3
45.68,92.49,1.381,39.03,21.59,76.97,10,106,126,Unhealthy for Sensitive Groups,PM2.5
58.16,107.86,1.099,57.46,24.23,74.01,11,106,152,Unhealthy,PM2.5
33.22,75.57,1.562,55.93,30.74,80.82,12,106,135,Unhealthy for Sensitive Groups,O3
53.91,96.85,1.545,51.35,24.84,75.78,13,106,146,Unhealthy for Sensitive Groups,PM2.5
55.25,89.04,1.175,55.59,26.51,74.29,14,106,150,Unhealthy for Sensitive Groups,PM2.5
58.03,101.89,1.019,36.89,22.38,56.93,15,106,152,Unhealthy,PM2.5
39.93,53.48,1.354,62.56,23.48,46.3,16,106,112,Unhealthy for Sensitive Groups,PM2.5
45.7,68.73,1.223,62.35,23.63,44.54,17,106,126,Unhealthy for Sensitive Groups,PM2.5
34.37,73.54,1.075,40.47,25.34,31.35,18,106,98,Moderate,PM2.5
40.57,83.51,1.082,61.13,22.39,28.27,19,106,113,Unhealthy for Sensitive Groups,PM2.5
28.35,55.38,0.689,30.01,30.57,12.26,20,106,85,Moderate,PM2.5
29.65,32.71,0.815,35.52,22.01,39.96,21,106,88,Moderate,PM2.5
22.96,37.02,1.048,43.93,15.34,36.13,22,106,74,Moderate,PM2.5
34.88,48.08,0.747,23.82,37.59,46.56,23,106,99,Moderate,PM2.5
36.09,79.08,0.338,14.18,22.22,16.84,0,107,102,Unhealthy for Sensitive Groups,PM2.5
27.77,42.98,0.71,12.29,30.42,51.76,1,107,84,Moderate,PM2.5
31.2,43.14,0.567,50.22,30.88,51.44,2,107,91,Moderate,PM2.5
21.3,38.7,1.026,26.22,28.58,82.78,3,107,142,Unhealthy for Sensitive Groups,O3
33.09,51.87,1.116,32.14,22.86,81.14,4,107,136,Unhealthy for Sensitive Groups,O3
38.1,86.39,0.609,25.77,25.29,83.56,5,107,145,Unhealthy for Sensitive Groups,O3
62.71,104.06,1.428,49.48,17.48,81.66,6,107,155,Unhealthy,PM2.5
36.09,48.17,0.96,35.29,33.8,92.95,7,107,169,Unhealthy,O3
59.72,81.66,1.848,41.09,19.59,80.72,8,107,153,Unhealthy,PM2.5
58.57,105.06,1.44,51.48,22.58,87.98,9,107,156,Unhealthy,O3
54.83,91.96,1.138,39.75,24.35,80.2,10,107,149,Unhealthy for Sensitive Groups,PM2.5
67.91,105.09,1.205,49.81,23.32,103.88,11,107,197,Unhealthy,O3
57.24,117.31,1.664,66.02,20.57,89.7,12,107,161,Unhealthy,O3
56.95,110.52,1.43,55.87,30.83,78.4,13,107,152,Unhealthy,PM2.5
52.16,93.56,1.483,51.7,28.61,45.1,14,107,142,Unhealthy for Sensitive Groups,PM2.5
60.39,125.07,1.938,50.63,25.46,60.88,15,107,154,Unhealthy,PM2.5
56.78,110.15,1.17,42.11,21.86,46.88,16,107,152,Unhealthy,PM2.5
39.98,62.09,1.311,63.07,29.18,51.02,17,107,112,Unhealthy for Sensitive Groups,PM2.5
31.19,43.67,1.626,31.88,21.53,37.24,18,107,91,Moderate,PM2.5
36.88,76.2,1.188,39.0,31.71,30.96,19,107,104,Unhealthy for Sensitive Groups,PM2.5
29.08,57.1,0.538,35.15,24.41,32.34,20,107,87,Moderate,PM2.5
32.38,60.32,1.097,41.6,30.0,12.97,21,107,94,Moderate,PM2.5
40.8,63.28,0.539,40.64,23.28,26.35,22,107,114,Unhealthy for Sensitive Groups,PM2.5
25.99,54.08,1.274,28.09,24.21,42.52,23,107,500,Hazardous,PM10
28.86,42.87,0.593,30.91,29.96,56.39,0,108,86,Moderate,PM2.5
30.09,52.94,1.743,31.69,34.8,46.73,1,108,89,Moderate,PM2.5
37.66,85.15,1.328,6.89,31.64,59.59,2,108,106,Unhealthy for Sensitive Groups,PM2.5
14.89,18.87,0.706,15.62,28.22,51.75,3,108,57,Moderate,PM2.5
30.6,36.21,1.026,27.95,26.78,89.59,4,108,160,Unhealthy,O3
40.16,59.66,1.333,31.28,21.3,92.35,5,108,167,Unhealthy,O3
51.31,104.29,1.435,28.01,25.31,92.5,6,108,168,Unhealthy,O3
41.01,76.88,1.426,50.6,19.27,93.05,7,108,169,Unhealthy,O3
32.96,57.77,1.756,46.02,25.71,105.53,8,108,500,Hazardous,O3
55.52,93.82,1.418,46.34,26.04,80.93,9,108,151,Unhealthy,PM2.5
47.46,91.26,1.402,37.83,14.03,76.85,10,108,130,Unhealthy for Sensitive Groups,PM2.5
44.28,69.52,1.444,51.15,24.03,91.83,11,108,166,Unhealthy,O3
49.23,92.28,1.818,25.73,25.91,84.94,12,108,150,Unhealthy for Sensitive Groups,O3
52.32,85.4,1.657,49.96,23.42,55.83,13,108,142,Unhealthy for Sensitive Groups,PM2.5
47.71,75.11,1.599,51.02,25.63,54.69,14,108,500,Hazardous,O3
32.91,51.6,1.693,50.9,17.13,69.13,15,108,97,Moderate,O3
55.14,94.75,0.765,30.36,19.96,49.12,16,108,149,Unhealthy for Sensitive Groups,PM2.5
55.15,98.68,1.386,45.35,29.01,46.66,17,108,149,Unhealthy for Sensitive Groups,PM2.5
46.92,87.29,1.266,29.59,23.84,22.43,18,108,129,Unhealthy for Sensitive Groups,PM2.5
29.37,10.0,1.607,28.77,25.53,37.59,19,108,87,Moderate,PM2.5
33.84,51.22,0.561,41.18,21.1,15.8,20,108,97,Moderate,PM2.5
32.81,54.36,1.413,51.66,23.93,11.22,21,108,500,Hazardous,PM10
35.66,82.26,0.911,30.12,12.32,41.29,22,108,101,Unhealthy for Sensitive Groups,PM2.5
34.97,49.99,0.999,20.24,28.06,53.13,23,108,99,Moderate,PM2.5
23.3,43.89,1.343,29.89,32.85,42.46,0,109,75,Moderate,PM2.5
30.26,72.4,1.02,37.8,18.49,46.77,1,109,89,Moderate,PM2.5
34.51,46.36,1.008,35.82,19.11,77.11,2,109,122,Unhealthy for Sensitive Groups,O3
44.48,84.79,1.018,58.95,26.02,65.82,3,109,123,Unhealthy for Sensitive Groups,PM2.5
41.06,64.28,0.875,26.85,31.18,74.34,4,109,115,Unhealthy for Sensitive Groups,PM2.5
44.75,74.5,1.098,39.42,23.8,98.15,5,109,182,Unhealthy,O3
42.35,66.59,0.985,55.49,17.67,82.44,6,109,141,Unhealthy for Sensitive Groups,O3
56.2,92.37,1.28,57.97,22.77,82.44,7,109,151,Unhealthy,PM2.5
51.21,124.83,0.679,26.5,18.67,98.16,8,109,182,Unhealthy,O3
43.63,88.66,1.583,48.45,20.47,81.86,9,109,139,Unhealthy for Sensitive Groups,O3
63.73,127.94,1.475,65.24,22.29,84.53,10,109,155,Unhealthy,PM2.5
59.34,112.71,1.447,80.5,19.17,68.02,11,109,153,Unhealthy,PM2.5
50.63,71.87,1.626,59.04,19.93,76.85,12,109,138,Unhealthy for Sensitive Groups,PM2.5
49.92,94.59,1.118,47.91,24.19,68.45,13,109,136,Unhealthy for Sensitive Groups,PM2.5
54.88,111.65,2.091,40.3,24.89,69.68,14,109,149,Unhealthy for Sensitive Groups,PM2.5
54.22,87.36,1.424,70.67,16.69,60.81,15,109,147,Unhealthy for Sensitive Groups,PM2.5
49.51,100.69,1.336,53.29,25.8,50.52,16,109,500,Hazardous,NO2
47.4,93.78,1.004,34.63,21.91,42.73,17,109,130,Unhealthy for Sensitive Groups,PM2.5
55.28,121.72,1.207,37.97,27.42,33.29,18,109,150,Unhealthy for Sensitive Groups,PM2.5
47.01,79.61,1.523,40.0,27.72,37.12,19,109,129,Unhealthy for Sensitive Groups,PM2.5
36.95,53.34,1.331,39.44,21.09,18.88,20,109,105,Unhealthy for Sensitive Groups,PM2.5
40.37,68.32,1.202,22.52,26.89,10.0,21,109,113,Unhealthy for Sensitive Groups,PM2.5
22.59,57.89,1.052,23.47,19.63,45.64,22,109,73,Moderate,PM2.5
32.78,37.07,0.745,11.88,30.43,45.53,23,109,94,Moderate,PM2.5
43.62,53.7,0.405,38.4,19.8,43.73,0,110,121,Unhealthy for Sensitive Groups,PM2.5
27.83,51.16,0.792,24.99,25.56,62.98,1,110,84,Moderate,PM2.5
24.04,37.96,0.817,34.27,22.86,52.69,2,110,76,Moderate,PM2.5
27.59,49.75,1.26,45.74,18.71,60.71,3,110,84,Moderate,PM2.5
26.68,59.36,1.113,36.2,28.3,66.56,4,110,89,Moderate,O3
32.13,51.2,1.591,35.76,20.72,86.89,5,110,153,Unhealthy,O3
38.67,47.14,1.559,41.94,15.29,70.15,6,110,500,Hazardous,O3
33.63,85.06,1.156,43.74,9.38,81.31,7,110,137,Unhealthy for Sensitive Groups,O3
48.01,74.45,0.841,58.46,19.42,92.9,8,110,169,Unhealthy,O3
57.69,91.13,1.87,51.59,30.67,76.94,9,110,152,Unhealthy,PM2.5
45.19,94.59,1.92,44.95,30.08,79.38,10,110,130,Unhealthy for Sensitive Groups,O3
65.86,113.93,1.138,62.07,20.2,59.1,11,110,156,Unhealthy,PM2.5
58.22,104.03,2.013,64.3,21.92,81.06,12,110,152,Unhealthy,PM2.5
61.95,117.3,1.662,38.21,21.47,60.89,13,110,154,Unhealthy,PM2.5
47.19,97.95,1.56,65.72,17.13,49.01,14,110,130,Unhealthy for Sensitive Groups,PM2.5
57.31,99.15,1.939,52.13,19.05,39.29,15,110,152,Unhealthy,PM2.5
39.15,88.71,1.783,48.83,28.7,40.82,16,110,110,Unhealthy for Sensitive Groups,PM2.5
51.99,67.96,1.489,53.17,26.31,22.99,17,110,500,Hazardous,NO2
43.01,86.54,1.342,34.33,25.16,53.44,18,110,119,Unhealthy for Sensitive Groups,PM2.5
42.83,67.02,1.292,46.44,17.12,10.0,19,110,119,Unhealthy for Sensitive Groups,PM2.5
25.99,63.25,0.9,30.23,24.3,25.49,20,110,80,Moderate,PM2.5
25.65,47.87,0.929,16.77,12.27,32.09,21,110,79,Moderate,PM2.5
35.6,56.0,0.618,19.63,28.01,26.27,22,110,101,Unhealthy for Sensitive Groups,PM2.5
21.99,47.53,0.752,34.08,25.09,40.91,23,110,72,Moderate,PM2.5
32.83,69.8,0.73,18.55,17.04,37.0,0,111,95,Moderate,PM2.5
18.61,41.2,0.662,44.51,31.85,67.54,1,111,92,Moderate,O3
37.58,55.28,0.929,41.5,14.79,48.81,2,111,106,Unhealthy for Sensitive Groups,PM2.5
22.91,35.44,0.848,44.85,26.42,44.25,3,111,74,Moderate,PM2.5
39.78,71.55,1.171,35.25,26.55,62.02,4,111,112,Unhealthy for Sensitive Groups,PM2.5
43.37,77.58,0.62,39.47,17.57,85.08,5,111,500,Hazardous,O3
36.03,73.84,1.166,28.06,23.58,84.8,6,111,149,Unhealthy for Sensitive Groups,O3
49.49,64.9,1.333,53.06,15.59,96.5,7,111,500,Hazardous,NO2
49.92,93.87,1.287,49.8,9.54,95.02,8,111,174,Unhealthy,O3
46.11,79.52,1.403,54.16,18.43,82.61,9,111,142,Unhealthy for Sensitive Groups,O3
44.34,69.75,1.036,67.28,20.69,81.09,10,111,136,Unhealthy for Sensitive Groups,O3
37.95,59.41,1.655,45.53,26.99,77.36,11,111,123,Unhealthy for Sensitive Groups,O3
56.88,99.8,1.754,50.74,24.11,93.84,12,111,171,Unhealthy,O3
41.14,30.83,1.696,54.86,24.24,74.67,13,111,115,Unhealthy for Sensitive Groups,PM2.5
53.17,87.29,1.823,41.04,18.7,78.92,14,111,145,Unhealthy for Sensitive Groups,PM2.5
48.32,76.46,1.515,46.61,21.12,60.64,15,111,133,Unhealthy for Sensitive Groups,PM2.5
53.27,102.28,1.524,50.93,19.12,44.36,16,111,145,Unhealthy for Sensitive Groups,PM2.5
42.41,66.68,1.34,39.85,17.65,28.59,17,111,118,Unhealthy for Sensitive Groups,PM2.5
38.96,67.55,1.406,53.09,20.8,36.03,18,111,500,Hazardous,NO2
44.22,98.11,0.634,21.78,24.14,30.41,19,111,122,Unhealthy for Sensitive Groups,PM2.5
38.04,80.4,0.752,45.23,20.91,29.06,20,111,107,Unhealthy for Sensitive Groups,PM2.5
35.3,74.37,1.422,38.13,22.15,28.93,21,111,100,Moderate,PM2.5
34.55,56.18,0.15,23.92,27.25,13.49,22,111,98,Moderate,PM2.5
17.26,37.58,0.81,19.16,21.27,51.4,23,111,62,Moderate,PM2.5
35.15,60.45,1.192,7.2,17.08,44.5,0,112,99,Moderate,PM2.5
34.42,59.59,0.824,20.46,26.56,38.09,1,112,98,Moderate,PM2.5
22.63,45.65,0.767,40.08,25.08,64.82,2,112,83,Moderate,O3
30.79,48.26,0.984,30.95,25.39,59.21,3,112,90,Moderate,PM2.5
35.01,80.93,0.914,45.63,26.88,80.62,4,112,135,Unhealthy for Sensitive Groups,O3
37.26,65.14,1.116,30.7,26.03,90.03,5,112,161,Unhealthy,O3
44.23,87.03,0.995,47.07,23.89,96.18,6,112,177,Unhealthy,O3
56.24,118.69,1.626,35.93,35.7,87.37,7,112,500,Hazardous,SO2
56.45,113.98,1.807,36.34,17.32,85.86,8,112,500,Hazardous,O3
39.88,54.87,1.415,47.41,20.82,82.72,9,112,500,Hazardous,PM10
57.33,108.54,1.096,43.74,28.58,78.76,10,112,152,Unhealthy,PM2.5
64.23,125.83,1.391,36.16,24.46,81.04,11,112,156,Unhealthy,PM2.5
57.12,113.52,1.505,50.18,27.54,72.91,12,112,152,Unhealthy,PM2.5
62.33,98.83,1.699,52.66,24.6,59.51,13,112,155,Unhealthy,PM2.5
68.45,115.33,1.209,63.08,30.62,48.56,14,112,158,Unhealthy,PM2.5
58.56,117.35,1.224,57.85,18.71,51.15,15,112,153,Unhealthy,PM2.5
49.79,80.47,1.533,58.2,30.46,40.66,16,112,136,Unhealthy for Sensitive Groups,PM2.5
53.15,92.07,1.575,50.31,29.6,27.37,17,112,144,Unhealthy for Sensitive Groups,PM2.5
42.72,95.8,1.014,43.33,17.7,42.32,18,112,119,Unhealthy for Sensitive Groups,PM2.5
38.52,68.77,0.707,24.6,26.9,48.74,19,112,108,Unhealthy for Sensitive Groups,PM2.5
32.51,49.8,2.005,35.5,23.53,39.63,20,112,94,Moderate,PM2.5
45.25,70.92,1.18,37.48,20.71,23.82,21,112,125,Unhealthy for Sensitive Groups,PM2.5
24.21,47.58,0.808,44.18,14.3,33.52,22,112,76,Moderate,PM2.5
41.77,59.2,1.113,35.27,18.69,54.19,23,112,500,Hazardous,O3
33.06,56.54,0.803,40.4,27.26,33.26,0,113,95,Moderate,PM2.5
18.29,36.92,1.112,18.09,27.79,60.06,1,113,68,Moderate,O3
33.67,76.2,0.936,26.34,22.67,45.52,2,113,96,Moderate,PM2.5
15.91,36.65,0.973,35.81,27.81,84.6,3,113,149,Unhealthy for Sensitive Groups,O3
40.29,63.96,0.986,45.61,28.45,70.7,4,113,500,Hazardous,O3
45.37,95.81,0.673,35.44,24.5,103.5,5,113,196,Unhealthy,O3
36.78,62.6,1.781,39.18,20.11,103.26,6,113,196,Unhealthy,O3
45.73,67.48,1.011,49.98,25.93,87.91,7,113,156,Unhealthy,O3
63.38,112.01,0.972,34.74,26.16,82.81,8,113,155,Unhealthy,PM2.5
46.28,100.55,1.391,64.56,27.09,90.93,9,113,164,Unhealthy,O3
43.83,80.88,1.223,41.6,28.05,84.18,10,113,147,Unhealthy for Sensitive Groups,O3
65.4,117.87,1.532,32.41,16.91,77.2,11,113,156,Unhealthy,PM2.5
69.67,145.05,1.766,52.1,21.17,58.42,12,113,158,Unhealthy,PM2.5
53.57,79.26,1.846,68.58,14.23,62.62,13,113,146,Unhealthy for Sensitive Groups,PM2.5
60.39,93.28,1.756,56.26,27.46,48.9,14,113,154,Unhealthy,PM2.5
61.05,90.51,1.363,56.0,22.66,57.75,15,113,154,Unhealthy,PM2.5
41.8,79.72,1.395,46.41,25.88,54.91,16,113,500,Hazardous,O3
40.86,75.54,1.416,41.58,16.34,46.19,17,113,114,Unhealthy for Sensitive Groups,PM2.5
51.36,110.96,0.673,24.55,30.73,37.44,18,113,140,Unhealthy for Sensitive Groups,PM2.5
51.77,96.11,1.278,14.3,17.75,22.49,19,113,141,Unhealthy for Sensitive Groups,PM2.5
39.79,66.77,0.583,35.96,27.6,32.05,20,113,112,Unhealthy for Sensitive Groups,PM2.5
25.67,46.23,1.558,44.64,24.31,38.95,21,113,80,Moderate,PM2.5
46.63,85.34,0.767,33.05,22.78,28.16,22,113,128,Unhealthy for Sensitive Groups,PM2.5
25.24,25.37,0.797,34.64,22.37,39.98,23,113,79,Moderate,PM2.5
26.35,79.95,0.609,43.84,20.51,43.55,0,114,81,Moderate,PM2.5
32.19,64.18,0.663,31.7,30.17,68.86,1,114,96,Moderate,O3
43.13,80.15,1.57,28.38,23.76,68.52,2,114,120,Unhealthy for Sensitive Groups,PM2.5
39.5,78.49,1.228,23.33,17.35,73.86,3,114,111,Unhealthy for Sensitive Groups,PM2.5
38.57,77.94,0.555,54.22,21.78,57.83,4,114,109,Unhealthy for Sensitive Groups,PM2.5
41.96,73.83,1.558,42.16,24.34,82.94,5,114,143,Unhealthy for Sensitive Groups,O3
41.82,67.7,1.558,30.56,28.19,84.43,6,114,148,Unhealthy for Sensitive Groups,O3
49.16,95.67,1.209,31.39,20.67,87.34,7,114,154,Unhealthy,O3
27.45,54.05,1.472,58.53,21.01,74.37,8,114,500,Hazardous,PM10
47.89,76.49,1.45,38.11,23.81,78.1,9,114,132,Unhealthy for Sensitive Groups,PM2.5
54.17,114.54,2.104,68.93,28.06,85.3,10,114,500,Hazardous,O3
44.28,83.22,1.309,24.03,16.85,92.36,11,114,167,Unhealthy,O3
57.0,111.36,1.604,66.23,26.22,69.09,12,114,152,Unhealthy,PM2.5
51.85,110.04,1.419,56.46,21.38,63.77,13,114,141,Unhealthy for Sensitive Groups,PM2.5
66.29,119.58,1.082,51.58,22.07,77.81,14,114,157,Unhealthy,PM2.5
62.85,116.94,2.112,46.73,33.71,49.27,15,114,155,Unhealthy,PM2.5
43.96,88.86,1.026,64.91,22.71,43.71,16,114,122,Unhealthy for Sensitive Groups,PM2.5
43.48,69.57,1.359,50.18,27.47,37.63,17,114,121,Unhealthy for Sensitive Groups,PM2.5
40.88,74.23,0.678,30.97,27.29,20.56,18,114,114,Unhealthy for Sensitive Groups,PM2.5
34.64,63.85,0.987,19.71,17.8,36.74,19,114,98,Moderate,PM2.5
36.81,54.78,1.147,35.77,14.47,23.47,20,114,500,Hazardous,PM10
26.61,75.7,0.698,31.5,27.8,30.72,21,114,82,Moderate,PM2.5
21.65,22.08,1.064,14.41,18.28,38.46,22,114,71,Moderate,PM2.5
34.43,46.41,0.772,27.85,15.38,58.21,23,114,98,Moderate,PM2.5
34.03,77.03,1.188,22.26,28.8,31.82,0,115,97,Moderate,PM2.5
22.99,49.93,1.261,28.5,18.57,60.89,1,115,74,Moderate,PM2.5
37.82,55.77,0.712,36.87,19.81,68.69,2,115,107,Unhealthy for Sensitive Groups,PM2.5
27.58,56.94,0.968,46.44,33.54,61.38,3,115,84,Moderate,PM2.5
37.23,84.64,1.075,43.09,15.37,81.0,4,115,136,Unhealthy for Sensitive Groups,O3
44.77,80.22,1.293,29.68,17.39,97.65,5,115,181,Unhealthy,O3
41.15,105.26,1.204,43.69,21.37,78.33,6,115,127,Unhealthy for Sensitive Groups,O3
48.28,66.21,1.35,43.74,22.47,91.39,7,115,165,Unhealthy,O3
43.51,86.64,1.307,32.68,19.2,94.05,8,115,172,Unhealthy,O3
48.64,101.55,1.489,52.47,17.88,94.32,9,115,172,Unhealthy,O3
50.54,101.66,1.901,68.96,31.22,93.67,10,115,171,Unhealthy,O3
47.45,82.96,1.742,51.92,24.99,82.88,11,115,143,Unhealthy for Sensitive Groups,O3
52.44,90.9,1.77,36.06,26.6,80.13,12,115,143,Unhealthy for Sensitive Groups,PM2.5
41.04,79.2,1.765,51.89,22.98,58.65,13,115,115,Unhealthy for Sensitive Groups,PM2.5
48.26,96.65,1.466,38.26,25.12,61.64,14,115,132,Unhealthy for Sensitive Groups,PM2.5
47.93,93.51,1.55,57.12,28.33,47.47,15,115,132,Unhealthy for Sensitive Groups,PM2.5
45.59,94.54,1.054,51.25,18.69,32.7,16,115,126,Unhealthy for Sensitive Groups,PM2.5
42.71,64.65,1.674,41.4,24.99,33.7,17,115,119,Unhealthy for Sensitive Groups,PM2.5
40.93,70.94,0.365,36.69,27.15,36.71,18,115,114,Unhealthy for Sensitive Groups,PM2.5
42.04,64.4,1.081,34.77,31.39,35.38,19,115,117,Unhealthy for Sensitive Groups,PM2.5
42.21,71.34,1.362,34.08,33.41,17.32,20,115,118,Unhealthy for Sensitive Groups,PM2.5
27.44,61.57,0.536,23.79,24.02,21.65,21,115,83,Moderate,PM2.5
21.04,39.16,1.008,15.73,29.36,41.27,22,115,70,Moderate,PM2.5
21.08,69.23,0.648,39.8,10.32,43.87,23,115,70,Moderate,PM2.5
25.06,47.44,0.729,24.15,31.4,53.87,0,116,78,Moderate,PM2.5
26.57,48.54,1.136,30.08,20.01,65.91,1,116,87,Moderate,O3
24.46,45.31,0.948,32.46,22.44,65.38,2,116,85,Moderate,O3
22.23,32.36,0.335,34.73,25.85,63.62,3,116,79,Moderate,O3
31.52,56.04,0.727,22.26,22.88,76.15,4,116,119,Unhealthy for Sensitive Groups,O3
39.61,84.84,1.399,20.14,24.62,97.81,5,116,181,Unhealthy,O3
46.13,84.41,1.335,34.11,31.58,113.63,6,116,209,Very Unhealthy,O3
40.13,62.71,1.818,47.06,21.72,93.61,7,116,171,Unhealthy,O3
44.28,68.6,1.885,38.72,18.21,95.36,8,116,175,Unhealthy,O3
42.74,71.52,1.352,44.94,32.71,96.23,9,116,177,Unhealthy,O3
51.87,94.26,2.263,71.67,26.28,86.22,10,116,152,Unhealthy,O3
46.58,98.16,1.555,33.14,33.25,92.85,11,116,169,Unhealthy,O3
58.37,88.98,1.271,44.45,27.96,85.08,12,116,500,Hazardous,O3
39.08,66.5,1.358,70.56,17.02,71.31,13,116,110,Unhealthy for Sensitive Groups,PM2.5
49.25,90.38,0.835,49.95,26.87,56.82,14,116,135,Unhealthy for Sensitive Groups,PM2.5
52.56,72.6,1.937,41.43,18.72,37.03,15,116,143,Unhealthy for Sensitive Groups,PM2.5
49.05,78.29,1.858,57.69,23.68,52.32,16,116,134,Unhealthy for Sensitive Groups,PM2.5
66.13,110.88,0.989,43.66,23.26,40.92,17,116,156,Unhealthy,PM2.5
44.17,69.96,1.132,36.52,15.55,26.64,18,116,122,Unhealthy for Sensitive Groups,PM2.5
30.13,56.54,1.136,38.82,19.58,19.72,19,116,89,Moderate,PM2.5
34.4,60.0,0.732,27.42,34.67,36.61,20,116,98,Moderate,PM2.5
18.39,26.43,0.419,21.34,24.83,15.01,21,116,64,Moderate,PM2.5
29.98,59.1,0.825,28.47,22.76,37.02,22,116,89,Moderate,PM2.5
22.72,61.57,0.756,18.3,32.71,47.22,23,116,73,Moderate,PM2.5
36.25,84.92,0.723,28.11,21.63,50.5,0,117,103,Unhealthy for Sensitive Groups,PM2.5
24.95,21.84,0.919,31.95,23.16,48.33,1,117,78,Moderate,PM2.5
29.65,60.3,1.317,38.14,28.57,47.51,2,117,88,Moderate,PM2.5
27.47,47.32,0.855,42.79,21.61,73.63,3,117,110,Unhealthy for Sensitive Groups,O3
49.04,90.13,1.071,29.94,19.88,87.01,4,117,154,Unhealthy,O3
35.54,59.2,1.325,41.89,12.34,75.49,5,117,117,Unhealthy for Sensitive Groups,O3
55.98,102.18,1.366,44.93,18.93,91.05,6,117,164,Unhealthy,O3
51.05,93.7,1.109,46.38,18.88,104.79,7,117,199,Unhealthy,O3
51.38,85.53,1.409,41.21,24.41,93.39,8,117,170,Unhealthy,O3
53.04,84.71,1.619,38.2,20.56,85.01,9,117,500,Hazardous,O3
55.21,93.99,1.173,55.41,34.4,96.39,10,117,178,Unhealthy,O3
37.88,70.99,1.927,34.52,18.33,73.84,11,117,111,Unhealthy for Sensitive Groups,O3
51.49,99.87,1.989,49.32,30.62,62.02,12,117,140,Unhealthy for Sensitive Groups,PM2.5
60.06,118.35,1.331,26.05,24.71,75.89,13,117,153,Unhealthy,PM2.5
51.67,87.07,1.57,37.03,27.65,55.94,14,117,141,Unhealthy for Sensitive Groups,PM2.5
38.85,73.33,1.647,39.71,27.34,49.07,15,117,109,Unhealthy for Sensitive Groups,PM2.5
47.1,96.34,1.216,56.97,12.52,38.73,16,117,130,Unhealthy for Sensitive Groups,PM2.5
58.16,118.68,1.438,49.99,23.56,34.06,17,117,152,Unhealthy,PM2.5
51.3,91.63,1.249,34.46,22.3,48.05,18,117,140,Unhealthy for Sensitive Groups,PM2.5
37.62,65.06,0.666,44.19,17.95,47.65,19,117,106,Unhealthy for Sensitive Groups,PM2.5
42.74,79.22,1.158,42.88,25.91,47.95,20,117,119,Unhealthy for Sensitive Groups,PM2.5
29.63,39.53,0.615,29.91,32.2,41.92,21,117,88,Moderate,PM2.5
16.96,28.2,1.17,15.76,10.25,38.68,22,117,61,Moderate,PM2.5
21.95,48.45,0.651,26.33,20.94,24.46,23,117,72,Moderate,PM2.5
41.39,82.21,0.792,27.02,17.35,43.12,0,118,116,Unhealthy for Sensitive Groups,PM2.5
27.12,45.57,1.264,16.08,23.94,73.8,1,118,111,Unhealthy for Sensitive Groups,O3
28.6,54.09,1.037,33.28,21.96,55.64,2,118,500,Hazardous,PM10
30.12,44.32,0.622,34.31,20.55,82.91,3,118,143,Unhealthy for Sensitive Groups,O3
50.31,99.01,0.716,38.45,27.03,75.55,4,118,137,Unhealthy for Sensitive Groups,PM2.5
51.07,91.0,0.927,39.68,31.76,54.43,5,118,500,Hazardous,O3
59.02,102.93,1.318,47.3,36.89,92.39,6,118,167,Unhealthy,O3
43.2,73.42,1.401,41.31,19.89,101.64,7,118,191,Unhealthy,O3
49.83,88.93,1.127,48.02,14.48,89.51,8,118,160,Unhealthy,O3
37.89,62.83,1.104,44.51,26.38,101.31,9,118,190,Unhealthy,O3
63.81,122.75,1.596,44.55,31.64,69.3,10,118,155,Unhealthy,PM2.5
43.89,74.26,1.493,64.97,27.65,67.36,11,118,122,Unhealthy for Sensitive Groups,PM2.5
55.39,118.81,2.207,31.56,31.62,77.05,12,118,150,Unhealthy for Sensitive Groups,PM2.5
44.45,97.6,1.559,60.36,22.46,72.54,13,118,123,Unhealthy for Sensitive Groups,PM2.5
47.28,74.41,2.056,44.19,20.54,73.57,14,118,130,Unhealthy for Sensitive Groups,PM2.5
